,folder,lines
THUCNews/家居/232693.txt,家居,11.0
THUCNews/家居/248119.txt,家居,5.0
THUCNews/家居/231212.txt,家居,3.0
THUCNews/家居/241030.txt,家居,9.0
THUCNews/家居/255275.txt,家居,10.0
THUCNews/家居/250211.txt,家居,3.0
THUCNews/家居/242004.txt,家居,8.0
THUCNews/家居/253754.txt,家居,15.0
THUCNews/家居/226150.txt,家居,3.0
THUCNews/家居/246252.txt,家居,6.0
THUCNews/家居/227098.txt,家居,4.0
THUCNews/家居/250296.txt,家居,3.0
THUCNews/家居/236603.txt,家居,8.0
THUCNews/家居/243021.txt,家居,7.0
THUCNews/家居/227216.txt,家居,3.0
THUCNews/家居/226278.txt,家居,3.0
THUCNews/家居/230849.txt,家居,8.0
THUCNews/家居/247765.txt,家居,4.0
THUCNews/家居/251859.txt,家居,10.0
THUCNews/家居/239810.txt,家居,37.0
THUCNews/家居/254178.txt,家居,10.0
THUCNews/家居/244932.txt,家居,5.0
THUCNews/家居/242771.txt,家居,10.0
THUCNews/家居/254938.txt,家居,11.0
THUCNews/家居/225710.txt,家居,3.0
THUCNews/家居/244244.txt,家居,5.0
THUCNews/家居/236500.txt,家居,15.0
THUCNews/家居/243090.txt,家居,39.0
THUCNews/家居/251223.txt,家居,3.0
THUCNews/家居/240641.txt,家居,5.0
THUCNews/家居/227264.txt,家居,3.0
THUCNews/家居/251097.txt,家居,3.0
THUCNews/家居/238913.txt,家居,3.0
THUCNews/家居/224283.txt,家居,4.0
THUCNews/家居/241504.txt,家居,7.0
THUCNews/家居/251795.txt,家居,4.0
THUCNews/家居/249307.txt,家居,3.0
THUCNews/家居/230212.txt,家居,18.0
THUCNews/家居/235419.txt,家居,18.0
THUCNews/家居/229553.txt,家居,8.0
THUCNews/家居/248601.txt,家居,7.0
THUCNews/家居/227256.txt,家居,3.0
THUCNews/家居/235816.txt,家居,6.0
THUCNews/家居/242039.txt,家居,5.0
THUCNews/家居/235467.txt,家居,10.0
THUCNews/家居/224258.txt,家居,4.0
THUCNews/家居/252360.txt,家居,4.0
THUCNews/家居/241588.txt,家居,7.0
THUCNews/家居/227491.txt,家居,3.0
THUCNews/家居/230135.txt,家居,11.0
THUCNews/家居/249133.txt,家居,4.0
THUCNews/家居/248817.txt,家居,6.0
THUCNews/家居/226470.txt,家居,5.0
THUCNews/家居/253181.txt,家居,8.0
THUCNews/家居/250052.txt,家居,3.0
THUCNews/家居/236085.txt,家居,5.0
THUCNews/家居/239985.txt,家居,11.0
THUCNews/家居/229751.txt,家居,7.0
THUCNews/家居/237913.txt,家居,3.0
THUCNews/家居/235757.txt,家居,20.0
THUCNews/家居/239382.txt,家居,3.0
THUCNews/家居/238188.txt,家居,4.0
THUCNews/家居/229222.txt,家居,13.0
THUCNews/家居/224947.txt,家居,3.0
THUCNews/家居/256151.txt,家居,4.0
THUCNews/家居/227944.txt,家居,8.0
THUCNews/家居/250234.txt,家居,3.0
THUCNews/家居/242801.txt,家居,13.0
THUCNews/家居/231979.txt,家居,8.0
THUCNews/家居/254498.txt,家居,15.0
THUCNews/家居/242293.txt,家居,3.0
THUCNews/家居/229002.txt,家居,5.0
THUCNews/家居/245973.txt,家居,18.0
THUCNews/家居/227590.txt,家居,4.0
THUCNews/家居/254942.txt,家居,8.0
THUCNews/家居/244375.txt,家居,7.0
THUCNews/家居/231529.txt,家居,6.0
THUCNews/家居/254182.txt,家居,12.0
THUCNews/家居/236038.txt,家居,18.0
THUCNews/家居/231886.txt,家居,20.0
THUCNews/家居/239030.txt,家居,3.0
THUCNews/家居/227310.txt,家居,3.0
THUCNews/家居/256131.txt,家居,12.0
THUCNews/家居/250827.txt,家居,4.0
THUCNews/家居/255800.txt,家居,10.0
THUCNews/家居/226819.txt,家居,4.0
THUCNews/家居/247775.txt,家居,3.0
THUCNews/家居/227900.txt,家居,5.0
THUCNews/家居/241431.txt,家居,10.0
THUCNews/家居/224396.txt,家居,16.0
THUCNews/家居/242881.txt,家居,6.0
THUCNews/家居/240445.txt,家居,10.0
THUCNews/家居/229944.txt,家居,12.0
THUCNews/家居/251584.txt,家居,3.0
THUCNews/家居/236961.txt,家居,3.0
THUCNews/家居/241612.txt,家居,17.0
THUCNews/家居/237077.txt,家居,3.0
THUCNews/家居/225382.txt,家居,3.0
THUCNews/家居/225033.txt,家居,4.0
THUCNews/家居/243785.txt,家居,6.0
THUCNews/家居/228369.txt,家居,5.0
THUCNews/家居/254975.txt,家居,4.0
THUCNews/家居/251706.txt,家居,5.0
THUCNews/家居/230369.txt,家居,27.0
THUCNews/家居/249965.txt,家居,3.0
THUCNews/家居/230621.txt,家居,8.0
THUCNews/家居/229122.txt,家居,3.0
THUCNews/家居/225780.txt,家居,3.0
THUCNews/家居/227522.txt,家居,3.0
THUCNews/家居/229874.txt,家居,13.0
THUCNews/家居/224394.txt,家居,8.0
THUCNews/家居/243988.txt,家居,14.0
THUCNews/家居/244707.txt,家居,3.0
THUCNews/家居/232213.txt,家居,10.0
THUCNews/家居/233843.txt,家居,7.0
THUCNews/家居/247873.txt,家居,4.0
THUCNews/家居/242744.txt,家居,9.0
THUCNews/家居/256011.txt,家居,9.0
THUCNews/家居/231472.txt,家居,5.0
THUCNews/家居/231725.txt,家居,19.0
THUCNews/家居/235531.txt,家居,5.0
THUCNews/家居/245122.txt,家居,22.0
THUCNews/家居/255036.txt,家居,11.0
THUCNews/家居/242127.txt,家居,4.0
THUCNews/家居/227489.txt,家居,5.0
THUCNews/家居/255742.txt,家居,16.0
THUCNews/家居/241769.txt,家居,11.0
THUCNews/家居/256144.txt,家居,4.0
THUCNews/家居/242429.txt,家居,25.0
THUCNews/家居/249630.txt,家居,4.0
THUCNews/家居/234087.txt,家居,7.0
THUCNews/家居/246840.txt,家居,11.0
THUCNews/家居/248906.txt,家居,16.0
THUCNews/家居/252866.txt,家居,5.0
THUCNews/家居/227973.txt,家居,4.0
THUCNews/家居/254408.txt,家居,16.0
THUCNews/家居/242754.txt,家居,3.0
THUCNews/家居/253051.txt,家居,11.0
THUCNews/家居/239660.txt,家居,3.0
THUCNews/家居/246073.txt,家居,4.0
THUCNews/家居/237488.txt,家居,3.0
THUCNews/家居/247772.txt,家居,4.0
THUCNews/家居/245628.txt,家居,16.0
THUCNews/家居/238220.txt,家居,3.0
THUCNews/家居/229826.txt,家居,38.0
THUCNews/家居/227792.txt,家居,3.0
THUCNews/家居/232295.txt,家居,10.0
THUCNews/家居/241144.txt,家居,16.0
THUCNews/家居/225235.txt,家居,4.0
THUCNews/家居/240117.txt,家居,40.0
THUCNews/家居/249178.txt,家居,3.0
THUCNews/家居/231522.txt,家居,12.0
THUCNews/家居/234502.txt,家居,22.0
THUCNews/家居/232243.txt,家居,29.0
THUCNews/家居/245429.txt,家居,23.0
THUCNews/家居/229423.txt,家居,7.0
THUCNews/家居/252489.txt,家居,28.0
THUCNews/家居/231399.txt,家居,9.0
THUCNews/家居/245784.txt,家居,4.0
THUCNews/家居/243513.txt,家居,9.0
THUCNews/家居/242343.txt,家居,7.0
THUCNews/家居/237624.txt,家居,4.0
THUCNews/家居/230859.txt,家居,5.0
THUCNews/家居/225988.txt,家居,4.0
THUCNews/家居/238346.txt,家居,3.0
THUCNews/家居/233548.txt,家居,8.0
THUCNews/家居/233613.txt,家居,12.0
THUCNews/家居/245126.txt,家居,15.0
THUCNews/家居/240948.txt,家居,13.0
THUCNews/家居/255177.txt,家居,3.0
THUCNews/家居/248704.txt,家居,3.0
THUCNews/家居/232585.txt,家居,33.0
THUCNews/家居/238387.txt,家居,3.0
THUCNews/家居/228305.txt,家居,3.0
THUCNews/家居/249423.txt,家居,3.0
THUCNews/家居/236535.txt,家居,19.0
THUCNews/家居/232953.txt,家居,12.0
THUCNews/家居/230660.txt,家居,13.0
THUCNews/家居/248306.txt,家居,4.0
THUCNews/家居/246299.txt,家居,7.0
THUCNews/家居/225869.txt,家居,4.0
THUCNews/家居/239789.txt,家居,24.0
THUCNews/家居/241984.txt,家居,3.0
THUCNews/家居/229847.txt,家居,15.0
THUCNews/家居/254450.txt,家居,7.0
THUCNews/家居/232319.txt,家居,3.0
THUCNews/家居/236727.txt,家居,18.0
THUCNews/家居/237050.txt,家居,3.0
THUCNews/家居/251649.txt,家居,6.0
THUCNews/家居/226828.txt,家居,4.0
THUCNews/家居/253463.txt,家居,13.0
THUCNews/家居/227815.txt,家居,3.0
THUCNews/家居/254309.txt,家居,64.0
THUCNews/家居/235713.txt,家居,7.0
THUCNews/家居/243981.txt,家居,9.0
THUCNews/家居/238079.txt,家居,3.0
THUCNews/家居/234580.txt,家居,9.0
THUCNews/家居/245865.txt,家居,31.0
THUCNews/家居/249426.txt,家居,4.0
THUCNews/家居/249688.txt,家居,4.0
THUCNews/家居/229896.txt,家居,10.0
THUCNews/家居/250071.txt,家居,3.0
THUCNews/家居/243670.txt,家居,62.0
THUCNews/家居/228377.txt,家居,5.0
THUCNews/家居/251329.txt,家居,3.0
THUCNews/家居/246225.txt,家居,9.0
THUCNews/家居/254652.txt,家居,6.0
THUCNews/家居/249554.txt,家居,5.0
THUCNews/家居/254372.txt,家居,10.0
THUCNews/家居/245843.txt,家居,4.0
THUCNews/家居/237665.txt,家居,3.0
THUCNews/家居/252450.txt,家居,12.0
THUCNews/家居/247234.txt,家居,3.0
THUCNews/家居/234412.txt,家居,7.0
THUCNews/家居/248602.txt,家居,3.0
THUCNews/家居/228494.txt,家居,4.0
THUCNews/家居/244899.txt,家居,39.0
THUCNews/家居/235588.txt,家居,5.0
THUCNews/家居/251129.txt,家居,4.0
THUCNews/家居/250867.txt,家居,4.0
THUCNews/家居/228099.txt,家居,3.0
THUCNews/家居/228331.txt,家居,3.0
THUCNews/家居/248552.txt,家居,3.0
THUCNews/家居/232502.txt,家居,19.0
THUCNews/家居/254289.txt,家居,4.0
THUCNews/家居/240814.txt,家居,11.0
THUCNews/家居/239327.txt,家居,8.0
THUCNews/家居/225615.txt,家居,6.0
THUCNews/家居/251304.txt,家居,3.0
THUCNews/家居/231038.txt,家居,3.0
THUCNews/家居/255823.txt,家居,3.0
THUCNews/家居/230715.txt,家居,32.0
THUCNews/星座/405693.txt,星座,49.0
THUCNews/星座/404921.txt,星座,4.0
THUCNews/星座/405834.txt,星座,13.0
THUCNews/星座/405482.txt,星座,13.0
THUCNews/星座/405948.txt,星座,27.0
THUCNews/星座/403302.txt,星座,9.0
THUCNews/星座/404770.txt,星座,5.0
THUCNews/星座/403748.txt,星座,6.0
THUCNews/星座/406355.txt,星座,12.0
THUCNews/星座/405953.txt,星座,39.0
THUCNews/星座/404428.txt,星座,6.0
THUCNews/星座/403694.txt,星座,6.0
THUCNews/星座/404505.txt,星座,5.0
THUCNews/星座/406094.txt,星座,12.0
THUCNews/星座/406048.txt,星座,27.0
THUCNews/星座/404655.txt,星座,9.0
THUCNews/星座/402884.txt,星座,14.0
THUCNews/星座/403181.txt,星座,16.0
THUCNews/星座/402856.txt,星座,11.0
THUCNews/星座/405767.txt,星座,13.0
THUCNews/星座/404831.txt,星座,4.0
THUCNews/星座/403344.txt,星座,37.0
THUCNews/星座/404142.txt,星座,7.0
THUCNews/星座/404317.txt,星座,5.0
THUCNews/星座/404483.txt,星座,8.0
THUCNews/星座/404541.txt,星座,5.0
THUCNews/星座/406392.txt,星座,26.0
THUCNews/星座/404573.txt,星座,5.0
THUCNews/星座/404994.txt,星座,7.0
THUCNews/星座/404259.txt,星座,5.0
THUCNews/星座/405594.txt,星座,40.0
THUCNews/星座/405336.txt,星座,5.0
THUCNews/星座/404397.txt,星座,5.0
THUCNews/星座/404835.txt,星座,4.0
THUCNews/星座/403104.txt,星座,14.0
THUCNews/星座/404431.txt,星座,5.0
THUCNews/星座/404283.txt,星座,5.0
THUCNews/星座/403216.txt,星座,7.0
THUCNews/星座/403716.txt,星座,5.0
THUCNews/星座/403133.txt,星座,11.0
THUCNews/星座/404741.txt,星座,5.0
THUCNews/星座/405661.txt,星座,19.0
THUCNews/星座/405840.txt,星座,41.0
THUCNews/星座/405192.txt,星座,4.0
THUCNews/星座/403439.txt,星座,4.0
THUCNews/星座/403996.txt,星座,7.0
THUCNews/星座/405645.txt,星座,10.0
THUCNews/星座/403684.txt,星座,6.0
THUCNews/星座/405914.txt,星座,63.0
THUCNews/星座/405674.txt,星座,52.0
THUCNews/星座/405128.txt,星座,7.0
THUCNews/星座/403271.txt,星座,16.0
THUCNews/星座/403301.txt,星座,9.0
THUCNews/星座/404542.txt,星座,5.0
THUCNews/星座/404447.txt,星座,5.0
THUCNews/星座/403293.txt,星座,17.0
THUCNews/星座/403218.txt,星座,8.0
THUCNews/星座/403416.txt,星座,3.0
THUCNews/星座/405431.txt,星座,10.0
THUCNews/星座/403565.txt,星座,4.0
THUCNews/星座/406087.txt,星座,18.0
THUCNews/星座/405081.txt,星座,11.0
THUCNews/星座/405483.txt,星座,10.0
THUCNews/星座/403097.txt,星座,11.0
THUCNews/星座/403116.txt,星座,8.0
THUCNews/星座/403489.txt,星座,5.0
THUCNews/星座/405534.txt,星座,56.0
THUCNews/星座/405843.txt,星座,13.0
THUCNews/星座/406064.txt,星座,9.0
THUCNews/星座/403355.txt,星座,20.0
THUCNews/星座/404822.txt,星座,4.0
THUCNews/星座/404982.txt,星座,5.0
THUCNews/星座/403106.txt,星座,40.0
THUCNews/星座/405457.txt,星座,15.0
THUCNews/星座/403609.txt,星座,4.0
THUCNews/星座/405700.txt,星座,15.0
THUCNews/星座/403023.txt,星座,14.0
THUCNews/星座/403584.txt,星座,4.0
THUCNews/星座/405909.txt,星座,13.0
THUCNews/星座/403509.txt,星座,4.0
THUCNews/星座/403134.txt,星座,14.0
THUCNews/星座/403943.txt,星座,5.0
THUCNews/星座/405102.txt,星座,12.0
THUCNews/星座/406035.txt,星座,27.0
THUCNews/星座/404299.txt,星座,7.0
THUCNews/星座/406043.txt,星座,51.0
THUCNews/星座/403056.txt,星座,22.0
THUCNews/星座/405951.txt,星座,51.0
THUCNews/星座/404758.txt,星座,5.0
THUCNews/星座/403576.txt,星座,4.0
THUCNews/星座/405989.txt,星座,9.0
THUCNews/星座/403327.txt,星座,40.0
THUCNews/星座/403137.txt,星座,11.0
THUCNews/星座/403895.txt,星座,4.0
THUCNews/星座/402867.txt,星座,36.0
THUCNews/星座/404190.txt,星座,5.0
THUCNews/星座/403459.txt,星座,3.0
THUCNews/星座/405509.txt,星座,10.0
THUCNews/星座/406051.txt,星座,15.0
THUCNews/星座/406154.txt,星座,29.0
THUCNews/星座/403908.txt,星座,6.0
THUCNews/星座/403240.txt,星座,20.0
THUCNews/星座/405935.txt,星座,13.0
THUCNews/星座/403075.txt,星座,12.0
THUCNews/星座/404068.txt,星座,5.0
THUCNews/星座/405753.txt,星座,12.0
THUCNews/星座/405723.txt,星座,14.0
THUCNews/星座/403498.txt,星座,5.0
THUCNews/星座/403743.txt,星座,4.0
THUCNews/星座/405853.txt,星座,9.0
THUCNews/星座/405107.txt,星座,6.0
THUCNews/星座/402944.txt,星座,31.0
THUCNews/星座/404773.txt,星座,5.0
THUCNews/星座/402983.txt,星座,16.0
THUCNews/星座/404816.txt,星座,23.0
THUCNews/星座/406058.txt,星座,18.0
THUCNews/星座/406155.txt,星座,9.0
THUCNews/星座/406078.txt,星座,51.0
THUCNews/星座/402993.txt,星座,9.0
THUCNews/星座/403057.txt,星座,21.0
THUCNews/星座/406214.txt,星座,13.0
THUCNews/星座/402890.txt,星座,17.0
THUCNews/星座/404601.txt,星座,7.0
THUCNews/星座/405733.txt,星座,67.0
THUCNews/星座/402859.txt,星座,10.0
THUCNews/星座/404597.txt,星座,5.0
THUCNews/星座/403358.txt,星座,9.0
THUCNews/星座/405903.txt,星座,9.0
THUCNews/星座/405313.txt,星座,14.0
THUCNews/星座/403173.txt,星座,38.0
THUCNews/星座/403592.txt,星座,4.0
THUCNews/星座/405837.txt,星座,32.0
THUCNews/星座/403478.txt,星座,7.0
THUCNews/星座/404663.txt,星座,5.0
THUCNews/星座/404817.txt,星座,23.0
THUCNews/星座/403087.txt,星座,13.0
THUCNews/星座/405568.txt,星座,40.0
THUCNews/星座/404637.txt,星座,6.0
THUCNews/星座/403861.txt,星座,5.0
THUCNews/星座/404234.txt,星座,5.0
THUCNews/星座/405956.txt,星座,9.0
THUCNews/星座/403490.txt,星座,6.0
THUCNews/星座/405037.txt,星座,6.0
THUCNews/星座/406009.txt,星座,13.0
THUCNews/星座/405254.txt,星座,13.0
THUCNews/星座/404274.txt,星座,6.0
THUCNews/星座/404882.txt,星座,5.0
THUCNews/星座/406271.txt,星座,16.0
THUCNews/星座/406174.txt,星座,4.0
THUCNews/星座/404576.txt,星座,5.0
THUCNews/星座/403909.txt,星座,4.0
THUCNews/星座/406014.txt,星座,24.0
THUCNews/星座/402988.txt,星座,20.0
THUCNews/星座/404512.txt,星座,6.0
THUCNews/星座/404752.txt,星座,7.0
THUCNews/星座/404531.txt,星座,5.0
THUCNews/星座/403718.txt,星座,4.0
THUCNews/星座/403569.txt,星座,4.0
THUCNews/星座/405242.txt,星座,18.0
THUCNews/星座/405110.txt,星座,6.0
THUCNews/星座/405970.txt,星座,24.0
THUCNews/星座/405084.txt,星座,4.0
THUCNews/星座/405631.txt,星座,49.0
THUCNews/星座/406147.txt,星座,50.0
THUCNews/星座/406264.txt,星座,14.0
THUCNews/星座/405987.txt,星座,27.0
THUCNews/星座/403290.txt,星座,10.0
THUCNews/星座/406114.txt,星座,12.0
THUCNews/星座/406316.txt,星座,10.0
THUCNews/星座/403744.txt,星座,5.0
THUCNews/星座/405351.txt,星座,6.0
THUCNews/星座/405835.txt,星座,20.0
THUCNews/星座/403495.txt,星座,4.0
THUCNews/星座/405113.txt,星座,5.0
THUCNews/星座/405296.txt,星座,14.0
THUCNews/星座/404589.txt,星座,5.0
THUCNews/星座/403474.txt,星座,4.0
THUCNews/星座/406291.txt,星座,34.0
THUCNews/星座/404484.txt,星座,5.0
THUCNews/星座/403901.txt,星座,6.0
THUCNews/星座/406373.txt,星座,39.0
THUCNews/星座/405377.txt,星座,30.0
THUCNews/星座/403846.txt,星座,4.0
THUCNews/星座/405672.txt,星座,29.0
THUCNews/星座/403733.txt,星座,4.0
THUCNews/星座/404018.txt,星座,6.0
THUCNews/星座/403960.txt,星座,5.0
THUCNews/星座/404216.txt,星座,4.0
THUCNews/星座/405633.txt,星座,11.0
THUCNews/星座/403973.txt,星座,4.0
THUCNews/星座/405364.txt,星座,5.0
THUCNews/星座/403708.txt,星座,4.0
THUCNews/星座/405359.txt,星座,6.0
THUCNews/星座/403371.txt,星座,31.0
THUCNews/星座/402930.txt,星座,13.0
THUCNews/星座/404970.txt,星座,4.0
THUCNews/星座/406152.txt,星座,23.0
THUCNews/星座/404343.txt,星座,5.0
THUCNews/星座/403873.txt,星座,5.0
THUCNews/星座/403241.txt,星座,8.0
THUCNews/星座/403013.txt,星座,16.0
THUCNews/星座/403829.txt,星座,9.0
THUCNews/星座/405241.txt,星座,10.0
THUCNews/星座/405912.txt,星座,27.0
THUCNews/星座/403109.txt,星座,17.0
THUCNews/星座/404061.txt,星座,4.0
THUCNews/星座/405720.txt,星座,28.0
THUCNews/星座/403869.txt,星座,7.0
THUCNews/星座/403338.txt,星座,39.0
THUCNews/星座/405593.txt,星座,12.0
THUCNews/星座/404265.txt,星座,5.0
THUCNews/星座/403069.txt,星座,13.0
THUCNews/星座/403939.txt,星座,7.0
THUCNews/星座/405455.txt,星座,35.0
THUCNews/星座/404820.txt,星座,5.0
THUCNews/星座/404200.txt,星座,5.0
THUCNews/星座/406125.txt,星座,34.0
THUCNews/星座/403805.txt,星座,7.0
THUCNews/星座/403454.txt,星座,6.0
THUCNews/星座/404079.txt,星座,6.0
THUCNews/星座/406257.txt,星座,13.0
THUCNews/星座/406417.txt,星座,40.0
THUCNews/星座/405679.txt,星座,46.0
THUCNews/星座/405298.txt,星座,8.0
THUCNews/星座/403422.txt,星座,3.0
THUCNews/星座/406049.txt,星座,9.0
THUCNews/星座/406390.txt,星座,9.0
THUCNews/星座/403754.txt,星座,5.0
THUCNews/星座/406030.txt,星座,13.0
THUCNews/星座/405565.txt,星座,52.0
THUCNews/星座/403394.txt,星座,5.0
THUCNews/星座/405133.txt,星座,27.0
THUCNews/星座/404826.txt,星座,5.0
THUCNews/星座/405566.txt,星座,29.0
THUCNews/星座/405199.txt,星座,5.0
THUCNews/星座/405143.txt,星座,5.0
THUCNews/星座/405168.txt,星座,19.0
THUCNews/星座/403963.txt,星座,12.0
THUCNews/星座/403884.txt,星座,7.0
THUCNews/星座/404938.txt,星座,5.0
THUCNews/星座/406061.txt,星座,100.0
THUCNews/星座/403542.txt,星座,8.0
THUCNews/星座/405188.txt,星座,11.0
THUCNews/星座/405058.txt,星座,5.0
THUCNews/星座/403880.txt,星座,7.0
THUCNews/星座/404893.txt,星座,4.0
THUCNews/星座/404956.txt,星座,9.0
THUCNews/星座/405160.txt,星座,16.0
THUCNews/星座/406289.txt,星座,5.0
THUCNews/星座/403658.txt,星座,6.0
THUCNews/星座/405224.txt,星座,23.0
THUCNews/星座/403768.txt,星座,5.0
THUCNews/星座/403959.txt,星座,6.0
THUCNews/星座/404932.txt,星座,12.0
THUCNews/星座/405665.txt,星座,61.0
THUCNews/星座/404720.txt,星座,5.0
THUCNews/星座/404940.txt,星座,5.0
THUCNews/星座/405096.txt,星座,5.0
THUCNews/星座/405088.txt,星座,7.0
THUCNews/星座/403705.txt,星座,4.0
THUCNews/星座/404873.txt,星座,7.0
THUCNews/星座/406375.txt,星座,6.0
THUCNews/星座/406363.txt,星座,37.0
THUCNews/星座/405312.txt,星座,6.0
THUCNews/星座/403221.txt,星座,10.0
THUCNews/星座/405806.txt,星座,20.0
THUCNews/星座/403066.txt,星座,25.0
THUCNews/星座/403100.txt,星座,23.0
THUCNews/星座/404581.txt,星座,5.0
THUCNews/星座/403159.txt,星座,15.0
THUCNews/星座/403224.txt,星座,11.0
THUCNews/星座/403081.txt,星座,9.0
THUCNews/星座/405218.txt,星座,5.0
THUCNews/星座/404205.txt,星座,5.0
THUCNews/星座/404253.txt,星座,5.0
THUCNews/星座/403747.txt,星座,4.0
THUCNews/星座/406141.txt,星座,51.0
THUCNews/星座/405059.txt,星座,9.0
THUCNews/星座/404217.txt,星座,5.0
THUCNews/星座/404474.txt,星座,5.0
THUCNews/星座/405382.txt,星座,5.0
THUCNews/星座/402949.txt,星座,8.0
THUCNews/星座/404468.txt,星座,5.0
THUCNews/星座/405056.txt,星座,12.0
THUCNews/星座/404019.txt,星座,7.0
THUCNews/星座/405664.txt,星座,52.0
THUCNews/星座/403597.txt,星座,3.0
THUCNews/星座/404415.txt,星座,5.0
THUCNews/星座/405235.txt,星座,5.0
THUCNews/星座/404651.txt,星座,5.0
THUCNews/星座/402959.txt,星座,12.0
THUCNews/星座/404408.txt,星座,5.0
THUCNews/星座/405766.txt,星座,27.0
THUCNews/星座/406213.txt,星座,12.0
THUCNews/星座/404783.txt,星座,5.0
THUCNews/星座/404867.txt,星座,7.0
THUCNews/星座/405054.txt,星座,13.0
THUCNews/星座/402888.txt,星座,36.0
THUCNews/星座/402943.txt,星座,13.0
THUCNews/星座/403217.txt,星座,13.0
THUCNews/星座/405204.txt,星座,4.0
THUCNews/星座/403794.txt,星座,7.0
THUCNews/星座/406081.txt,星座,28.0
THUCNews/星座/406171.txt,星座,17.0
THUCNews/星座/404160.txt,星座,4.0
THUCNews/星座/403848.txt,星座,7.0
THUCNews/星座/404445.txt,星座,5.0
THUCNews/星座/404163.txt,星座,5.0
THUCNews/星座/404067.txt,星座,8.0
THUCNews/星座/403518.txt,星座,4.0
THUCNews/星座/403825.txt,星座,6.0
THUCNews/星座/403030.txt,星座,15.0
THUCNews/星座/406243.txt,星座,39.0
THUCNews/星座/404833.txt,星座,8.0
THUCNews/星座/404792.txt,星座,4.0
THUCNews/星座/404790.txt,星座,13.0
THUCNews/星座/403463.txt,星座,6.0
THUCNews/星座/403313.txt,星座,9.0
THUCNews/星座/406083.txt,星座,27.0
THUCNews/星座/404534.txt,星座,5.0
THUCNews/星座/403721.txt,星座,6.0
THUCNews/星座/403962.txt,星座,4.0
THUCNews/星座/406099.txt,星座,13.0
THUCNews/星座/406293.txt,星座,13.0
THUCNews/星座/406145.txt,星座,18.0
THUCNews/星座/405598.txt,星座,52.0
THUCNews/星座/405627.txt,星座,28.0
THUCNews/星座/405400.txt,星座,34.0
THUCNews/星座/405256.txt,星座,7.0
THUCNews/星座/404876.txt,星座,7.0
THUCNews/星座/405194.txt,星座,4.0
THUCNews/星座/402939.txt,星座,17.0
THUCNews/星座/404904.txt,星座,27.0
THUCNews/星座/405715.txt,星座,52.0
THUCNews/星座/405785.txt,星座,16.0
THUCNews/星座/404477.txt,星座,5.0
THUCNews/星座/405221.txt,星座,4.0
THUCNews/星座/404537.txt,星座,5.0
THUCNews/星座/405005.txt,星座,5.0
THUCNews/星座/403026.txt,星座,4.0
THUCNews/星座/404748.txt,星座,6.0
THUCNews/星座/406133.txt,星座,9.0
THUCNews/星座/405577.txt,星座,24.0
THUCNews/星座/403633.txt,星座,4.0
THUCNews/星座/403763.txt,星座,6.0
THUCNews/星座/405527.txt,星座,33.0
THUCNews/星座/404664.txt,星座,5.0
THUCNews/星座/406344.txt,星座,30.0
THUCNews/星座/405996.txt,星座,12.0
THUCNews/星座/406359.txt,星座,18.0
THUCNews/星座/405717.txt,星座,49.0
THUCNews/星座/403064.txt,星座,23.0
THUCNews/星座/403488.txt,星座,4.0
THUCNews/星座/404303.txt,星座,5.0
THUCNews/星座/404164.txt,星座,6.0
THUCNews/星座/405892.txt,星座,52.0
THUCNews/星座/405408.txt,星座,27.0
THUCNews/星座/405898.txt,星座,87.0
THUCNews/星座/404696.txt,星座,5.0
THUCNews/星座/403277.txt,星座,15.0
THUCNews/星座/404631.txt,星座,9.0
THUCNews/星座/404094.txt,星座,5.0
THUCNews/星座/405738.txt,星座,46.0
THUCNews/星座/403924.txt,星座,6.0
THUCNews/星座/403496.txt,星座,4.0
THUCNews/星座/402880.txt,星座,11.0
THUCNews/星座/405548.txt,星座,46.0
THUCNews/星座/403640.txt,星座,4.0
THUCNews/星座/404954.txt,星座,7.0
THUCNews/星座/403007.txt,星座,19.0
THUCNews/星座/404778.txt,星座,5.0
THUCNews/星座/404367.txt,星座,5.0
THUCNews/星座/402908.txt,星座,45.0
THUCNews/星座/405101.txt,星座,12.0
THUCNews/星座/403533.txt,星座,5.0
THUCNews/星座/403521.txt,星座,5.0
THUCNews/星座/404441.txt,星座,5.0
THUCNews/星座/403331.txt,星座,9.0
THUCNews/星座/405329.txt,星座,7.0
THUCNews/星座/406364.txt,星座,16.0
THUCNews/星座/405289.txt,星座,14.0
THUCNews/星座/403501.txt,星座,5.0
THUCNews/星座/405123.txt,星座,6.0
THUCNews/星座/403055.txt,星座,12.0
THUCNews/星座/406272.txt,星座,10.0
THUCNews/星座/404698.txt,星座,5.0
THUCNews/星座/405883.txt,星座,51.0
THUCNews/星座/403729.txt,星座,5.0
THUCNews/星座/404566.txt,星座,5.0
THUCNews/星座/405637.txt,星座,10.0
THUCNews/星座/403703.txt,星座,4.0
THUCNews/星座/404582.txt,星座,5.0
THUCNews/星座/403035.txt,星座,54.0
THUCNews/星座/404884.txt,星座,6.0
THUCNews/星座/403587.txt,星座,3.0
THUCNews/星座/406377.txt,星座,25.0
THUCNews/星座/405451.txt,星座,15.0
THUCNews/星座/404646.txt,星座,5.0
THUCNews/星座/404618.txt,星座,5.0
THUCNews/星座/405921.txt,星座,27.0
THUCNews/星座/403734.txt,星座,6.0
THUCNews/星座/406045.txt,星座,28.0
THUCNews/星座/404960.txt,星座,10.0
THUCNews/星座/403802.txt,星座,6.0
